D.mel FBtr	locus
FBtr0087514	NC_052521.2_cds_XP_002081511.1_7110
FBtr0087420	NC_052521.2_cds_XP_002081584.1_7239
FBtr0300323	NC_052521.2_cds_XP_016027709.1_7257
FBtr0339997	NC_052521.2_cds_XP_002081598.1_7264
FBtr0087401	NC_052521.2_cds_XP_002081598.1_7264
FBtr0087284	NC_052521.2_cds_XP_002081659.2_7414
FBtr0345495	NC_052521.2_cds_XP_002081809.2_7698
FBtr0300312	NC_052521.2_cds_XP_002081809.2_7698
FBtr0345494	NC_052521.2_cds_XP_002081811.2_7700
FBtr0087082	NC_052521.2_cds_XP_002081811.2_7700
FBtr0345493	NC_052521.2_cds_XP_002081812.1_7701
FBtr0087081	NC_052521.2_cds_XP_002081812.1_7701
FBtr0087080	NC_052521.2_cds_XP_002081813.1_7702
FBtr0091496	NC_052521.2_cds_XP_039148811.1_7705
FBtr0303024	NC_052521.2_cds_XP_039148811.1_7705
FBtr0087042	NC_052521.2_cds_XP_016028063.1_7754
FBtr0110777	NC_052521.2_cds_XP_016028131.1_7842
FBtr0086919	NC_052521.2_cds_XP_002081904.1_7929
FBtr0086933	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086933	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086934	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086934	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086935	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086935	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086937	NC_052521.2_cds_XP_016028198.1_7951
FBtr0086937	NC_052521.2_cds_XP_016028198.1_7951
FBtr0089559	NC_052521.2_cds_XP_002081983.1_8082
FBtr0340276	NC_052521.2_cds_XP_002081983.1_8082
FBtr0086596	NC_052521.2_cds_XP_002082184.1_8415
FBtr0340458	NC_052521.2_cds_XP_016028493.1_8424
FBtr0340457	NC_052521.2_cds_XP_016028495.1_8423
FBtr0340459	NC_052521.2_cds_XP_016028493.1_8424
FBtr0100129	NC_052521.2_cds_XP_016028494.1_8422
FBtr0086594	NC_052521.2_cds_XP_002082188.1_8421
FBtr0086593	NC_052521.2_cds_XP_016028492.1_8420
FBtr0340470	NC_052521.2_cds_XP_002082199.1_8484
FBtr0086510	NC_052521.2_cds_XP_002082199.1_8484
FBtr0304055	NC_052521.2_cds_XP_002082217.1_8510
FBtr0086518	NC_052521.2_cds_XP_002082217.1_8510
FBtr0304898	NC_052521.2_cds_XP_016028643.1_8614
FBtr0086328	NC_052521.2_cds_XP_016028655.1_8635
FBtr0086342	NC_052521.2_cds_XP_002082268.1_8638
FBtr0086343	NC_052521.2_cds_XP_002082268.1_8638
FBtr0303458	NC_052521.2_cds_XP_016028659.1_8642
FBtr0086337	NC_052521.2_cds_XP_002082271.1_8643
FBtr0086301	NC_052521.2_cds_XP_002082312.1_8698
FBtr0345933	NC_052521.2_cds_XP_002082336.1_8727
FBtr0086216	NC_052521.2_cds_XP_002082336.1_8727
FBtr0071535	NC_052521.2_cds_XP_016028823.1_8875
FBtr0332423	NC_052521.2_cds_XP_016028823.1_8875
FBtr0071536	NC_052521.2_cds_XP_016028823.1_8875
FBtr0071537	NC_052521.2_cds_XP_016028823.1_8875
FBtr0071538	NC_052521.2_cds_XP_016028821.1_8879
FBtr0071539	NC_052521.2_cds_XP_016028821.1_8879
FBtr0071540	NC_052521.2_cds_XP_016028821.1_8879
FBtr0342897	NC_052521.2_cds_XP_016028913.1_8985
FBtr0342896	NC_052521.2_cds_XP_016028913.1_8985
FBtr0071703	NC_052521.2_cds_XP_016028913.1_8985
FBtr0306013	NC_052521.2_cds_XP_016028911.1_8987
FBtr0300397	NC_052521.2_cds_XP_016028913.1_8985
FBtr0071690	NC_052521.2_cds_XP_016028948.1_9023
FBtr0071691	NC_052521.2_cds_XP_002082506.1_9024
FBtr0344882	NC_052521.2_cds_XP_016028948.1_9023
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0300226	NC_052521.2_cds_XP_016028986.1_9086
FBtr0071720	NC_052521.2_cds_XP_002082555.1_9100
FBtr0071785	NC_052521.2_cds_XP_016029045.1_9175
FBtr0071784	NC_052521.2_cds_XP_016029045.1_9175
FBtr0345504	NC_052521.2_cds_XP_002082643.1_9264
FBtr0071933	NC_052521.2_cds_XP_002082643.1_9264
FBtr0071990	NC_052521.2_cds_XP_016029181.1_9375
FBtr0072127	NC_052521.2_cds_XP_039148019.1_9579
FBtr0343274	NC_052521.2_cds_XP_039148019.1_9579
FBtr0343340	NC_052521.2_cds_XP_016029366.1_9671
FBtr0072164	NC_052521.2_cds_XP_016029366.1_9671
FBtr0343341	NC_052521.2_cds_XP_016029366.1_9671
FBtr0072322	NC_052521.2_cds_XP_002083008.3_9855
FBtr0300313	NC_052521.2_cds_XP_016029601.1_9993
FBtr0343514	NC_052521.2_cds_XP_016029601.1_9993
FBtr0333174	NC_052521.2_cds_XP_016029602.1_9995
FBtr0333174	NC_052521.2_cds_XP_016029602.1_9995
FBtr0072454	NC_052521.2_cds_XP_016029602.1_9995
FBtr0072454	NC_052521.2_cds_XP_016029602.1_9995
FBtr0070163	NC_052525.2_cds_XP_016037601.2_21781
FBtr0300792	NC_052525.2_cds_XP_039152524.1_22068
FBtr0070411	NC_052525.2_cds_XP_039152524.1_22068
FBtr0112736	NC_052525.2_cds_XP_039153229.1_22611
FBtr0070836	NC_052525.2_cds_XP_016038231.1_22677
FBtr0304876	NC_052525.2_cds_XP_016038266.1_22754
FBtr0071249	NC_052525.2_cds_XP_016038583.1_23220
FBtr0071307	NC_052525.2_cds_XP_002106531.1_23337
FBtr0343030	NC_052525.2_cds_XP_016038719.1_23443
FBtr0071393	NC_052525.2_cds_XP_016038719.1_23443
FBtr0071394	NC_052525.2_cds_XP_016038719.1_23443
FBtr0071506	NC_052525.2_cds_XP_039153928.1_23579
FBtr0071492	NC_052525.2_cds_XP_016038808.1_23580
FBtr0073407	NC_052525.2_cds_XP_016038844.1_23636
FBtr0073408	NC_052525.2_cds_XP_016038843.1_23637
FBtr0346382	NC_052525.2_cds_XP_016038843.1_23637
FBtr0073406	NC_052525.2_cds_XP_016038845.1_23638
FBtr0339836	NC_052525.2_cds_XP_016038845.1_23638
FBtr0073474	NC_052525.2_cds_XP_002106660.1_23682
FBtr0345166	NC_052525.2_cds_XP_016038994.1_23841
FBtr0073611	NC_052525.2_cds_XP_016038994.1_23841
FBtr0073609	NC_052525.2_cds_XP_016038994.1_23841
FBtr0073610	NC_052525.2_cds_XP_016038994.1_23841
FBtr0073608	NC_052525.2_cds_XP_016038994.1_23841
FBtr0073575	NC_052525.2_cds_XP_016039066.1_23919
FBtr0073576	NC_052525.2_cds_XP_016039066.1_23919
FBtr0073578	NC_052525.2_cds_XP_002106746.3_23917
FBtr0073577	NC_052525.2_cds_XP_016039066.1_23919
FBtr0073899	NC_052525.2_cds_XP_016039281.1_24315
FBtr0074023	NC_052525.2_cds_XP_002106984.2_24481
FBtr0074035	NC_052525.2_cds_XP_016039405.1_24539
FBtr0074392	NC_052525.2_cds_XP_002107214.1_25055
FBtr0074393	NC_052525.2_cds_XP_016039762.1_25056
FBtr0340616	NC_052525.2_cds_XP_016039762.1_25056
FBtr0074461	NC_052525.2_cds_XP_039152747.1_25159
FBtr0346625	NC_052525.2_cds_XP_016039917.1_25284
FBtr0074559	NC_052525.2_cds_XP_016039917.1_25284
FBtr0340368	NC_052525.2_cds_XP_016039938.2_25315
FBtr0074622	NC_052525.2_cds_XP_016039938.2_25315
FBtr0077335	NC_052525.2_cds_XP_016040149.1_25635
FBtr0077336	NC_052525.2_cds_XP_016040149.1_25635
FBtr0308243	NC_052525.2_cds_XP_016040149.1_25635
FBtr0070059	NC_052525.2_cds_XP_016040295.1_25840
FBtr0070062	NC_052525.2_cds_XP_016040295.1_25840
FBtr0070061	NC_052525.2_cds_XP_016040295.1_25840
FBtr0070058	NC_052525.2_cds_XP_016040295.1_25840
FBtr0070060	NC_052525.2_cds_XP_016040295.1_25840
FBtr0077998	NC_052520.2_cds_XP_002077666.1_182
FBtr0077943	NC_052520.2_cds_XP_002077750.1_299
FBtr0301010	NC_052520.2_cds_XP_002077750.1_299
FBtr0343844	NC_052520.2_cds_XP_002077751.3_300
FBtr0077942	NC_052520.2_cds_XP_002077751.3_300
FBtr0329947	NC_052520.2_cds_XP_002077751.3_300
FBtr0334760	NC_052520.2_cds_XP_016023073.1_392
FBtr0100503	NC_052520.2_cds_XP_016023073.1_392
FBtr0335162	NC_052520.2_cds_XP_002077857.1_466
FBtr0077803	NC_052520.2_cds_XP_002077857.1_466
FBtr0331203	NC_052520.2_cds_XP_002077881.1_505
FBtr0112751	NC_052520.2_cds_XP_002077881.1_505
FBtr0335172	NC_052520.2_cds_XP_016023158.1_529
FBtr0335171	NC_052520.2_cds_XP_016023158.1_529
FBtr0077619	NC_052520.2_cds_XP_016023194.1_588
FBtr0300295	NC_052520.2_cds_XP_016023284.1_720
FBtr0300296	NC_052520.2_cds_XP_016023324.1_767
FBtr0300297	NC_052520.2_cds_XP_016023326.1_769
FBtr0301934	NC_052520.2_cds_XP_016023327.1_770
FBtr0305673	NC_052520.2_cds_XP_016023328.1_774
FBtr0110767	NC_052520.2_cds_XP_016023328.1_774
FBtr0300302	NC_052520.2_cds_XP_016023335.1_782
FBtr0300303	NC_052520.2_cds_XP_016023336.1_783
FBtr0305483	NC_052520.2_cds_XP_044778274.1_784
FBtr0110769	NC_052520.2_cds_XP_016023449.2_947
FBtr0110769	NC_052520.2_cds_XP_016023449.2_947
FBtr0346457	NC_052520.2_cds_XP_016023449.2_947
FBtr0346457	NC_052520.2_cds_XP_016023449.2_947
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0300354	NC_052520.2_cds_XP_039149063.1_948
FBtr0346459	NC_052520.2_cds_XP_016023577.1_1136
FBtr0110802	NC_052520.2_cds_XP_016023577.1_1136
FBtr0306841	NC_052520.2_cds_XP_016023662.1_1242
FBtr0344769	NC_052520.2_cds_XP_016023662.1_1242
FBtr0342609	NC_052520.2_cds_XP_016023662.1_1242
FBtr0342613	NC_052520.2_cds_XP_016023673.1_1252
FBtr0300305	NC_052520.2_cds_XP_016023674.1_1253
FBtr0079143	NC_052520.2_cds_XP_002078282.1_1255
FBtr0342615	NC_052520.2_cds_XP_002078282.1_1255
FBtr0079157	NC_052520.2_cds_XP_002078283.1_1256
FBtr0079156	NC_052520.2_cds_XP_002078283.1_1256
FBtr0342618	NC_052520.2_cds_XP_002078283.1_1256
FBtr0079155	NC_052520.2_cds_XP_016023677.1_1257
FBtr0333233	NC_052520.2_cds_XP_016023683.1_1264
FBtr0301935	NC_052520.2_cds_XP_016023683.1_1264
FBtr0335485	NC_052520.2_cds_XP_016023970.1_1671
FBtr0079470	NC_052520.2_cds_XP_016023970.1_1671
FBtr0079624	NC_052520.2_cds_XP_002078616.1_1877
FBtr0346906	NC_052520.2_cds_XP_002078617.1_1878
FBtr0079595	NC_052520.2_cds_XP_002078617.1_1878
FBtr0332368	NC_052520.2_cds_XP_016024130.1_1879
FBtr0304640	NC_052520.2_cds_XP_016024130.1_1879
FBtr0079716	NC_052520.2_cds_XP_002078652.1_1952
FBtr0079715	NC_052520.2_cds_XP_002078653.1_1953
FBtr0332188	NC_052520.2_cds_XP_016024261.1_2051
FBtr0332188	NC_052520.2_cds_XP_016024261.1_2051
FBtr0079786	NC_052520.2_cds_XP_016024261.1_2051
FBtr0079786	NC_052520.2_cds_XP_016024261.1_2051
FBtr0079816	NC_052520.2_cds_XP_002078753.1_2102
FBtr0079829	NC_052520.2_cds_XP_002078777.2_2139
FBtr0079829	NC_052520.2_cds_XP_002078777.2_2139
FBtr0079959	NC_052520.2_cds_XP_002078884.2_2288
FBtr0340557	NC_052520.2_cds_XP_002079044.1_2522
FBtr0080175	NC_052520.2_cds_XP_002079044.1_2522
FBtr0080158	NC_052520.2_cds_XP_016024599.1_2563
FBtr0344020	NC_052520.2_cds_XP_016024599.1_2563
FBtr0080270	NC_052520.2_cds_XP_002079128.1_2646
FBtr0300306	NC_052520.2_cds_XP_016024682.1_2663
FBtr0334137	NC_052520.2_cds_XP_039154396.1_2687
FBtr0334140	NC_052520.2_cds_XP_039154395.1_2686
FBtr0334138	NC_052520.2_cds_XP_039154387.1_2684
FBtr0334142	NC_052520.2_cds_XP_039154391.1_2685
FBtr0344148	NC_052520.2_cds_XP_039154395.1_2686
FBtr0344148	NC_052520.2_cds_XP_039154395.1_2686
FBtr0334135	NC_052520.2_cds_XP_039154394.1_2680
FBtr0334141	NC_052520.2_cds_XP_039154395.1_2686
FBtr0334141	NC_052520.2_cds_XP_039154395.1_2686
FBtr0334139	NC_052520.2_cds_XP_039154389.1_2681
FBtr0334136	NC_052520.2_cds_XP_039154395.1_2686
FBtr0334143	NC_052520.2_cds_XP_016024716.1_2696
FBtr0344447	NC_052520.2_cds_XP_016024716.1_2696
FBtr0343681	NC_052520.2_cds_XP_016025019.1_3187
FBtr0080784	NC_052520.2_cds_XP_002079559.1_3288
FBtr0080862	NC_052520.2_cds_XP_002079640.1_3414
FBtr0080864	NC_052520.2_cds_XP_002079640.1_3414
FBtr0080863	NC_052520.2_cds_XP_002079640.1_3414
FBtr0342945	NC_052520.2_cds_XP_002079640.1_3414
FBtr0340581	NC_052520.2_cds_XP_016025384.1_3710
FBtr0081054	NC_052520.2_cds_XP_016025384.1_3710
FBtr0081221	NC_052520.2_cds_XP_016025511.1_3898
FBtr0310645	NC_052520.2_cds_XP_016025509.1_3894
FBtr0081219	NC_052520.2_cds_XP_016025509.1_3894
FBtr0081220	NC_052520.2_cds_XP_016025509.1_3894
FBtr0300823	NC_052520.2_cds_XP_016025511.1_3898
FBtr0331328	NC_052520.2_cds_XP_016025563.1_3964
FBtr0331330	NC_052520.2_cds_XP_016025564.1_3965
FBtr0081254	NC_052520.2_cds_XP_016025563.1_3964
FBtr0331329	NC_052520.2_cds_XP_016025562.1_3963
FBtr0100106	NC_052520.2_cds_XP_002079985.1_4031
FBtr0304045	NC_052520.2_cds_XP_016025607.1_4030
FBtr0081308	NC_052520.2_cds_XP_002079986.2_4033
FBtr0343848	NC_052520.2_cds_XP_002080000.2_4049
FBtr0345683	NC_052520.2_cds_XP_016025628.1_4065
FBtr0081378	NC_052520.2_cds_XP_016025628.1_4065
FBtr0081383	NC_052520.2_cds_XP_016025652.1_4108
FBtr0301938	NC_052520.2_cds_XP_016025653.1_4109
FBtr0336822	NC_052520.2_cds_XP_016025653.1_4109
FBtr0081450	NC_052520.2_cds_XP_002078616.1_1877
FBtr0339567	NC_052520.2_cds_XP_002078616.1_1877
FBtr0085909	NC_052520.2_cds_XP_002080175.1_4426
FBtr0072455	NC_052528.2_cds_XP_002092943.1_13750
FBtr0074843	NC_052529.2_cds_XP_002095487.2_17923
FBtr0075038	NC_052529.2_cds_XP_002095661.1_18198
FBtr0075615	NC_052529.2_cds_XP_002086453.1_17376
FBtr0076003	NC_052529.2_cds_XP_002094558.1_16469
FBtr0078003	NC_052527.2_cds_XP_043062713.1_4285
FBtr0078172	NC_052529.2_cds_XP_002095487.2_17923
FBtr0078333	NC_052529.2_cds_XP_002086654.2_17789
FBtr0078334	NC_052529.2_cds_XP_002095390.1_17790
FBtr0078335	NC_052529.2_cds_XP_002086651.2_17792
FBtr0078370	NC_052529.2_cds_XP_039230947.1_17655
FBtr0079624	NC_052527.2_cds_XP_002088766.2_5918
FBtr0080273	NC_052527.2_cds_XP_002088399.1_5764
FBtr0081450	NC_052527.2_cds_XP_002088766.2_5918
FBtr0081538	NC_052530.2_cds_XP_002096643.1_20065
FBtr0081591	NC_052530.2_cds_XP_002086759.3_20092
FBtr0082351	NC_052530.2_cds_XP_002097184.1_20901
FBtr0082357	NC_052530.2_cds_XP_002097194.1_20912
FBtr0082362	NC_052530.2_cds_XP_002097193.1_20911
FBtr0082980	NC_052530.2_cds_XP_002097851.3_21988
FBtr0084915	NC_052530.2_cds_XP_015048857.2_23728
FBtr0085512	NC_052530.2_cds_XP_015044714.2_22986
FBtr0086327	NC_052528.2_cds_XP_002091746.1_11726
FBtr0086927	NC_052528.2_cds_XP_039228283.1_12938
FBtr0086928	NC_052528.2_cds_XP_039228283.1_12938
FBtr0087390	NC_052528.2_cds_XP_002091425.1_11235
FBtr0088122	NC_052528.2_cds_XP_002091227.1_10859
FBtr0088161	NC_052528.2_cds_XP_002091229.1_10861
FBtr0089608	NC_052530.2_cds_XP_002098560.1_23053
FBtr0091608	NC_052530.2_cds_XP_002097055.1_20681
FBtr0091785	NC_052530.2_cds_XP_002097056.2_20682
FBtr0110771	NC_052529.2_cds_XP_002095648.2_18185
FBtr0110781	NC_052530.2_cds_XP_002097419.1_21245
FBtr0110870	NC_052530.2_cds_XP_002098930.2_23647
FBtr0113813	NC_052530.2_cds_XP_039231707.1_18663
FBtr0300307	NC_052527.2_cds_XP_015054681.1_5729
FBtr0300316	NC_052529.2_cds_XP_039230027.1_16655
FBtr0300317	NC_052529.2_cds_XP_039230121.1_17797
FBtr0300322	NC_052530.2_cds_XP_015047493.1_19978
FBtr0301001	NC_052530.2_cds_XP_015048432.1_22453
FBtr0301797	NC_052530.2_cds_XP_039231707.1_18663
FBtr0301802	NC_052530.2_cds_XP_039231707.1_18663
FBtr0301803	NC_052530.2_cds_XP_039231707.1_18663
FBtr0301804	NC_052530.2_cds_XP_039231707.1_18663
FBtr0301936	NC_052527.2_cds_XP_039226971.1_5763
FBtr0302155	NC_052529.2_cds_XP_015050538.2_17058
FBtr0303840	NC_052530.2_cds_XP_002097420.3_21246
FBtr0303841	NC_052530.2_cds_XP_002097421.2_21247
FBtr0305053	NC_052530.2_cds_XP_002098560.1_23053
FBtr0308781	NC_052529.2_cds_XP_002095661.1_18198
FBtr0309516	NC_052530.2_cds_XP_002098007.1_22216
FBtr0331816	NC_052529.2_cds_XP_002095487.2_17923
FBtr0333286	NC_052529.2_cds_XP_015044985.2_17788
FBtr0333380	NC_052530.2_cds_XP_002096911.2_20459
FBtr0333383	NC_052529.2_cds_XP_002094558.1_16469
FBtr0333421	NC_052527.2_cds_XP_002088399.1_5764
FBtr0339295	NC_052529.2_cds_XP_039230027.1_16655
FBtr0339567	NC_052527.2_cds_XP_002088766.2_5918
FBtr0340000	NC_052528.2_cds_XP_002091425.1_11235
FBtr0340600	NC_052528.2_cds_XP_002091746.1_11726
FBtr0344123	NC_052527.2_cds_XP_039226970.1_5762
FBtr0344124	NC_052527.2_cds_XP_039226970.1_5762
FBtr0345580	NC_052528.2_cds_XP_002092943.1_13750
FBtr0345928	NC_052528.2_cds_XP_002091227.1_10859
FBtr0346098	NC_052530.2_cds_XP_002097184.1_20901
FBtr0346540	NC_052529.2_cds_XP_039230121.1_17797
FBtr0078482	
FBtr0079716	
FBtr0080099	
FBtr0080101	
FBtr0081383	
FBtr0083432	
FBtr0110768	
FBtr0300310	
FBtr0300314	
FBtr0300354	
FBtr0300805	
FBtr0301937	
FBtr0303428	
FBtr0305487	
FBtr0310089	
FBtr0334114	
FBtr0339130	
FBtr0339891	
FBtr0344808	
FBtr0345637	
FBtr0345686	
FBtr0347196	
FBtr0078977	NC_052530.2_cds_XP_039232194.1_18718
FBtr0081711	NC_052530.2_cds_XP_002098147.1_22435
FBtr0301268	NC_052530.2_cds_XP_002098156.2_22452
FBtr0081690	NC_052530.2_cds_XP_039231654.1_20223
FBtr0081690	NC_052530.2_cds_XP_039231654.1_20223
FBtr0081596	NC_052530.2_cds_XP_039232520.1_20104
FBtr0100545	NC_052530.2_cds_XP_039232777.1_20261
FBtr0345323	NC_052530.2_cds_XP_039232777.1_20261
FBtr0300742	NC_052530.2_cds_XP_002096885.1_20417
FBtr0333190	NC_052530.2_cds_XP_015047674.1_20456
FBtr0081973	NC_052530.2_cds_XP_015047674.1_20456
FBtr0334618	NC_052530.2_cds_XP_002096977.1_20584
FBtr0082103	NC_052530.2_cds_XP_002096977.1_20584
FBtr0306696	NC_052530.2_cds_XP_015047924.1_21108
FBtr0082489	NC_052530.2_cds_XP_015047926.1_21103
FBtr0082490	NC_052530.2_cds_XP_015047925.1_21105
FBtr0082491	NC_052530.2_cds_XP_015047926.1_21103
FBtr0082492	NC_052530.2_cds_XP_015047926.1_21103
FBtr0082493	NC_052530.2_cds_XP_015047921.2_21106
FBtr0082494	NC_052530.2_cds_XP_015047924.1_21108
FBtr0082495	NC_052530.2_cds_XP_015047924.1_21108
FBtr0082496	NC_052530.2_cds_XP_015047930.1_21101
FBtr0082497	NC_052530.2_cds_XP_015047925.1_21105
FBtr0082498	NC_052530.2_cds_XP_015047925.1_21105
FBtr0082498	NC_052530.2_cds_XP_015047925.1_21105
FBtr0082499	NC_052530.2_cds_XP_015047925.1_21105
FBtr0082500	NC_052530.2_cds_XP_015047924.1_21108
FBtr0082501	NC_052530.2_cds_XP_015047930.1_21101
FBtr0082502	NC_052530.2_cds_XP_015047921.2_21106
FBtr0082503	NC_052530.2_cds_XP_015047926.1_21103
FBtr0082757	NC_052530.2_cds_XP_015048031.1_21421
FBtr0082821	NC_052530.2_cds_XP_002097565.1_21474
FBtr0082888	NC_052530.2_cds_XP_015048294.1_22075
FBtr0082889	NC_052530.2_cds_XP_015048294.1_22075
FBtr0082947	NC_052530.2_cds_XP_039232546.1_22029
FBtr0082948	NC_052530.2_cds_XP_039232547.1_22030
FBtr0082949	NC_052530.2_cds_XP_039232547.1_22030
FBtr0082950	NC_052530.2_cds_XP_039232546.1_22029
FBtr0100277	NC_052530.2_cds_XP_039232547.1_22030
FBtr0083141	NC_052530.2_cds_XP_039232376.1_21881
FBtr0083142	NC_052530.2_cds_XP_039232376.1_21881
FBtr0303831	NC_052530.2_cds_XP_002098016.3_22230
FBtr0083725	NC_052530.2_cds_XP_002096248.1_19324
FBtr0300803	NC_052530.2_cds_XP_002096436.2_19674
FBtr0110823	NC_052530.2_cds_XP_015047399.1_19758
FBtr0083993	NC_052530.2_cds_XP_002096469.1_19759
FBtr0084128	NC_052530.2_cds_XP_002098185.1_22502
FBtr0084149	NC_052530.2_cds_XP_039231705.1_22547
FBtr0084150	NC_052530.2_cds_XP_002098218.1_22550
FBtr0304565	NC_052530.2_cds_XP_002098423.2_22858
FBtr0084434	NC_052530.2_cds_XP_015048569.1_22893
FBtr0084442	NC_052530.2_cds_XP_002098460.1_22907
FBtr0306105	NC_052530.2_cds_XP_002099165.1_23972
FBtr0110871	NC_052530.2_cds_XP_015048840.2_23648
FBtr0085213	NC_052530.2_cds_XP_002098788.1_23399
FBtr0085254	NC_052530.2_cds_XP_002098730.1_23305
FBtr0085260	NC_052530.2_cds_XP_002098721.2_23295
FBtr0336789	NC_052530.2_cds_XP_002098680.1_23222
FBtr0085314	NC_052530.2_cds_XP_002098680.1_23222
FBtr0085313	NC_052530.2_cds_XP_002098679.1_23221
FBtr0112491	NC_052530.2_cds_XP_015048676.2_23220
FBtr0085311	NC_052530.2_cds_XP_002098677.2_23219
FBtr0085401	NC_052530.2_cds_XP_015048636.1_23111
FBtr0332431	NC_052530.2_cds_XP_015048636.1_23111
FBtr0085655	NC_052530.2_cds_XP_002099405.2_24372
FBtr0110859	NC_052530.2_cds_XP_002099405.2_24372
FBtr0345121	NC_052530.2_cds_XP_002099405.2_24372
FBtr0335440	NC_052530.2_cds_XP_002099420.2_24410
FBtr0300962	NC_052530.2_cds_XP_002099420.2_24410
FBtr0085733	NC_052530.2_cds_XP_002099464.1_24472
FBtr0085734	NC_052530.2_cds_XP_002099464.1_24472
FBtr0073015	NC_052529.2_cds_XP_002094184.3_15870
FBtr0072982	NC_052529.2_cds_XP_015050025.1_15825
FBtr0072983	NC_052529.2_cds_XP_015050025.1_15825
FBtr0332112	NC_052529.2_cds_XP_015050025.1_15825
FBtr0073073	NC_052529.2_cds_XP_002093556.1_14790
FBtr0077038	NC_052529.2_cds_XP_002093866.1_15311
FBtr0077040	NC_052529.2_cds_XP_002093868.1_15314
FBtr0077047	NC_052529.2_cds_XP_002093877.2_15322
FBtr0091954	NC_052529.2_cds_XP_002093915.1_15378
FBtr0302931	NC_052529.2_cds_XP_002093915.1_15378
FBtr0300363	NC_052529.2_cds_XP_002094048.2_15582
FBtr0076752	NC_052529.2_cds_XP_002094103.1_15729
FBtr0076582	NC_052529.2_cds_XP_002093394.1_14528
FBtr0076398	NC_052529.2_cds_XP_002093260.2_14274
FBtr0076399	NC_052529.2_cds_XP_002093260.2_14274
FBtr0076400	NC_052529.2_cds_XP_002093260.2_14274
FBtr0076401	NC_052529.2_cds_XP_002093260.2_14274
FBtr0330097	NC_052529.2_cds_XP_002093260.2_14274
